series,origin,run_id,alert_id,notification_id,record_index,attempt,outcome,mode,latency_mode,talert_notification_ms,witness_multiplicity,payload_bytes,first_delivery,eligible_primary
primary,dbe,control_rt_s26_a_p7_c04_20260805T040326Z,df259cd8-bb59-5222-b6cd-db9dddf38645,fa891997d3ebcdb1,0,1,delivered,live,live,33.45458984375,1,1032,True,True
primary,dbe,control_rt_s26_a_p8_c01_20260805T040339Z,1b73fc4f-090d-592f-aef1-49a6ba4433cb,35c5932ad97b9ef4,0,1,delivered,live,live,44.433349609375,1,1032,True,True
primary,dbe,control_rt_s26_a_p8_c01_20260805T040339Z,58e0cba2-53b0-55a2-a1af-ff68d8a8283d,62af967ec7efed30,1,1,delivered,live,live,46.687744140625,1,1029,False,True
primary,dbe,control_rt_s26_a_p9_c01_20260805T040347Z,2cb770db-1589-5460-96f2-a9effd08de67,c4cd003a3dea1919,0,1,delivered,live,live,41.79736328125,1,1031,True,True
primary,dbe,control_rt_s26_a_p9_c02_20260805T040356Z,676a4d2c-04f0-55f8-b438-f61aa6389823,8435ed43527f7a96,0,1,delivered,live,live,40.87744140625,1,1032,True,True
primary,dbe,control_rt_s26_a_p9_c03_20260805T040404Z,a888aba5-3f58-5794-b56b-4c1843b602af,dadceb09daf9e172,0,1,delivered,live,live,37.257568359375,1,1032,True,True
primary,dbe,control_rt_s26_a_p9_c06_20260805T040413Z,b5f49b3b-5400-516d-97df-adaa23e0ec2d,8b21de22504c2b29,0,1,delivered,live,live,47.077880859375,1,1035,True,True
primary,dbe,control_rt_s26_a_p9_c08_20260805T040419Z,0a56a4ab-b648-5bf3-8337-eac458f79a28,04c44c044530267d,0,1,delivered,live,live,53.07666015625,1,1030,True,True
primary,dbe,control_rt_s26_subject_a_p1_c02_20260805T040456Z,c259e430-5d60-557d-b290-2b46134d5241,ae1c13beb3796f47,0,1,delivered,live,live,42.8857421875,1,1078,True,True
primary,dbe,control_rt_s26_subject_a_p1_c03_20260805T040456Z,8348ef9b-52f6-5b35-a84a-6facc3bf79e2,efb0c8ec87b2d089,0,1,delivered,live,live,43.2197265625,1,1076,True,True
primary,dbe,control_rt_s26_subject_a_p1_c04_20260805T040457Z,215e89d0-cb8a-5155-8a48-4e42d8e43847,474d329d4685fd37,0,1,delivered,live,live,33.288330078125,1,1077,True,True
primary,dbe,control_rt_s26_subject_a_p1_c04_20260805T040457Z,b490fd31-f24b-536c-97a1-b8e8f0cce9b8,13bcd062a5428037,1,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_rt_s26_subject_a_p1_c05_20260805T040457Z,8bd2dd24-48b8-5a9c-8c1b-909e6244da43,e7931a4488ee694d,0,1,delivered,live,live,48.20068359375,1,1076,True,True
primary,dbe,control_rt_s26_subject_a_p1_c06_20260805T040458Z,c9e65a3f-da9e-5c53-ba17-4d3f4ef2271e,1f3547da5e01fc9e,0,1,delivered,live,live,34.580078125,1,1077,True,True
primary,dbe,control_rt_s26_subject_a_p1_c07_20260805T040458Z,ef0f108c-83bc-5e09-9d0a-611551c5e205,660177bf1444c9e6,0,1,delivered,live,live,42.639892578125,1,1076,True,True
primary,dbe,control_rt_s26_subject_a_p1_c08_20260805T040459Z,524e05ec-1424-543d-bad0-842cc4c7a5fb,082540cb3d9d2d5e,0,1,delivered,live,live,38.28955078125,1,1077,True,True
primary,dbe,control_rt_s26_subject_a_p1_c09_20260805T040459Z,bd87aa68-a666-5df1-8a8f-84b01c7ea1a6,ec74f2cea0e7ad92,0,1,delivered,live,live,47.35498046875,1,1076,True,True
primary,dbe,control_rt_s26_subject_a_p1_c10_20260805T040500Z,e6775886-b91f-5fb8-bb0e-efcb6055c306,91b2975c8a6163e4,0,1,delivered,live,live,34.902099609375,1,1072,True,True
primary,dbe,control_rt_s26_subject_a_p1_c10_20260805T040500Z,03fbe13e-00b0-5cf1-be0c-7d83ade52cc6,ccd2faa9a95c84f5,1,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_rt_s26_subject_a_p1_c11_20260805T040500Z,fed38094-0b57-5a5d-a565-2329fbe24634,c4048a8ae7273fcd,0,1,delivered,live,live,46.358154296875,1,1077,True,True
primary,dbe,control_rt_s26_subject_a_p1_c12_20260805T040501Z,31f0465d-27e8-5cbb-98b6-779ed09ee650,4ef0be29eca4559b,0,1,delivered,live,live,34.432861328125,1,1075,True,True
primary,dbe,control_rt_s26_subject_a_p2_c02_20260805T040502Z,fea67f91-0fdb-5199-8928-85d714bbcac5,90751eaa5e08a59f,0,1,delivered,live,live,32.259765625,1,1072,True,True
primary,dbe,control_rt_s26_subject_a_p2_c05_20260805T040503Z,ad71c2ed-b391-59f8-a218-be129aced8c9,d13b252bed88dcf1,0,1,delivered,live,live,50.94873046875,1,1079,True,True
primary,dbe,control_rt_s26_subject_a_p4_c01_20260805T040505Z,4569d914-c682-5f73-bcf7-28240702dad9,ba3376e8cd49f3dc,0,1,delivered,live,live,32.6015625,1,1078,True,True
primary,dbe,control_rt_s26_subject_a_p4_c02_20260805T040505Z,9a3d6125-ee85-5cf3-8f43-753009871d12,9d69fa0f47924924,0,1,delivered,live,live,42.705078125,1,1076,True,True
primary,dbe,control_rt_s26_subject_a_p6_c01_20260805T040507Z,ea178fd4-949c-572a-b881-f911bf22bdf2,2c68e3653e26f902,0,1,delivered,live,live,44.037353515625,1,1076,True,True
primary,dbe,control_rt_s26_subject_a_p6_c01_20260805T040507Z,09f58855-7b61-5351-8d7d-54ae79765f4e,d5d0af5dd7bb4da4,1,1,delivered,live,live,47.9111328125,1,1073,False,True
primary,dbe,control_rt_s26_subject_a_p6_c02_20260805T040507Z,b0bb083d-031f-501b-a877-ace4e5679b9c,eda22c884e66e740,0,1,delivered,live,live,47.557861328125,1,1077,True,True
primary,dbe,control_rt_s26_subject_a_p7_c01_20260805T040508Z,41b23d37-64d0-5bad-8169-e73824232aa1,a8ca0c49becadccd,0,1,delivered,live,live,41.808349609375,1,1076,True,True
primary,dbe,control_rt_s26_subject_a_p7_c02_20260805T040508Z,bf524927-fbec-5f1b-9a0c-bc15ababe415,180c96ee4e3b0e8c,0,1,delivered,live,live,49.86865234375,1,1077,True,True
primary,dbe,control_rt_s26_subject_a_p7_c02_20260805T040508Z,e3f0b32f-7cf7-566e-8fbd-38440dca1a05,9217e045fcafb64a,1,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_rt_s26_subject_a_p7_c03_20260805T040509Z,24af2389-198e-5ef3-8986-d6aec90c54c2,7fab1efbc04ba0c0,0,1,delivered,live,live,30.0146484375,1,1079,True,True
primary,dbe,control_rt_s26_subject_a_p7_c04_20260805T040509Z,d38f77cb-b648-5d56-8765-119ce1b12c95,fa065bb905a6a377,0,1,delivered,live,live,41.86376953125,1,1076,True,True
primary,dbe,control_rt_s26_subject_a_p8_c01_20260805T040510Z,db8e55c2-99cc-5766-955a-1ce0aff8bebe,b84dbb7799cebb4d,0,1,delivered,live,live,29.885986328125,1,1076,True,True
primary,dbe,control_rt_s26_subject_a_p9_c01_20260805T040510Z,c882539c-2402-5851-be51-ae8a645619da,c38ffc8d9cec20d8,0,1,delivered,live,live,46.18994140625,1,1076,True,True
primary,dbe,control_rt_s26_subject_a_p9_c02_20260805T040511Z,c26fc02e-ad25-52b3-8fb4-662fb2dd8528,3b34b97a3f106b35,0,1,delivered,live,live,33.17138671875,1,1075,True,True
primary,dbe,control_rt_s26_subject_a_p9_c03_20260805T040511Z,1dd07f8b-b5e7-53fe-9fad-3bb76ec8a226,e3f14f893e51b2d4,0,1,delivered,live,live,55.151123046875,1,1077,True,True
primary,dbe,control_rt_s26_subject_a_p9_c06_20260805T040512Z,16a4db40-bd3f-5bcf-aa78-70602d31a32c,29b2589b81ecc9ed,0,1,delivered,live,live,30.07421875,1,1079,True,True
primary,dbe,control_rt_s26_subject_a_p9_c08_20260805T040512Z,9ce3ed3f-ce1d-5bd6-95b4-acae721f1b1a,bb8dc0447003cb8f,0,1,delivered,live,live,40.882568359375,1,1077,True,True
primary,dbe,control_rt_s7_a_p1_c02_20260805T033742Z,e167926e-7723-5fc5-b1a3-6b92644ca65a,5f043bd0a04607af,0,1,delivered,live,live,41.637451171875,1,1030,True,True
primary,dbe,control_rt_s7_a_p1_c02_20260805T033742Z,55d70598-7759-58c4-97df-d48c7e36164d,b6ed8f68c2c101f1,1,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_rt_s7_a_p1_c03_20260805T033759Z,5b4fc5f3-fc44-5322-a5d9-f13d6f5c69d6,cad0cb25eb80f4c2,0,1,delivered,live,live,42.217041015625,1,1032,True,True
primary,dbe,control_rt_s7_a_p1_c04_20260805T033824Z,3c905a8e-6da0-5a59-814d-a6fcacbb11d6,79dc124b6f3f857a,0,1,delivered,live,live,34.698486328125,1,1032,True,True
primary,dbe,control_rt_s7_a_p1_c05_20260805T033842Z,44b008ac-1d96-55a2-a53d-ca17c009353a,dde37e5bfbbf8bd8,0,1,delivered,live,live,43.966552734375,1,1031,True,True
primary,dbe,control_rt_s7_a_p1_c06_20260805T033903Z,cc47c20a-75ee-5a06-b4bc-c281feb024ab,a35513acf58d4ed9,0,1,delivered,live,live,37.15283203125,1,1031,True,True
primary,dbe,control_rt_s7_a_p1_c07_20260805T033921Z,849c8377-6692-51b5-b1a3-72e7a3927c5a,3612fc98b32d8c27,0,1,delivered,live,live,42.05224609375,1,1033,True,True
primary,dbe,control_rt_s7_a_p1_c08_20260805T033940Z,35ea3459-c214-5742-a361-6b909a325409,252d4ee0a8b0094c,0,1,delivered,live,live,32.158447265625,1,1030,True,True
primary,dbe,control_rt_s7_a_p1_c08_20260805T033940Z,49b431ea-9448-5a7c-8b60-b97d1df1c517,6205467c09ead0cf,1,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_rt_s7_a_p1_c09_20260805T034001Z,954e951c-b47d-5193-bd53-97e55917eb5b,1c2a60715ad5cab6,0,1,delivered,live,live,45.817138671875,1,1029,True,True
primary,dbe,control_rt_s7_a_p1_c10_20260805T034025Z,76358d01-8c5a-5bc7-86bd-e9934757ab35,eb1184cf1d300a0f,0,1,delivered,live,live,35.1962890625,1,1031,True,True
primary,dbe,control_rt_s7_a_p1_c11_20260805T034046Z,5ad08055-a300-55b3-9131-9a35d922c113,df7da52d1cc638dc,0,1,delivered,live,live,56.6708984375,1,1033,True,True
primary,dbe,control_rt_s7_a_p1_c12_20260805T034106Z,e98e8a17-9b68-5a46-be33-1001fe95f518,9a69648eb042776b,0,1,delivered,live,live,50.702880859375,1,1033,True,True
primary,dbe,control_rt_s7_a_p2_c01_20260805T034137Z,1089a6e8-fc2e-57d0-8474-e20faba8f201,fc4a05d2ffc9604c,0,1,delivered,live,live,34.566650390625,1,1029,True,True
primary,dbe,control_rt_s7_a_p2_c02_20260805T034208Z,2d7fa8e8-5fd8-5472-8dbc-928f9ce306fc,780dd71c7e27c598,0,1,delivered,live,live,49.85205078125,1,1025,True,True
primary,dbe,control_rt_s7_a_p2_c03_20260805T034239Z,308dc725-d286-5077-842b-3b8c8cc6c9b6,c059d36579ea54d7,0,1,delivered,live,live,33.92431640625,1,1028,True,True
primary,dbe,control_rt_s7_a_p2_c05_20260805T034342Z,c26038f8-4f47-5c33-bb77-9fb1c2c8e495,47f35861adcae8bb,0,1,delivered,live,live,48.747314453125,1,1034,True,True
primary,dbe,control_rt_s7_a_p4_c01_20260805T034436Z,94266e94-69ba-5198-a586-68b5fee7171f,edb7348d17884d37,0,1,delivered,live,live,32.675048828125,1,1032,True,True
primary,dbe,control_rt_s7_a_p4_c02_20260805T034458Z,e7e1a16b-4476-5394-8a4c-d68e7a16d60a,0da6f97076e1746f,0,1,delivered,live,live,42.40234375,1,1030,True,True
primary,dbe,control_rt_s7_a_p6_c01_20260805T034636Z,a9fab8b5-ec5d-5018-bfd6-3bfc0502b201,438a01e01a8357c6,0,1,delivered,live,live,48.891845703125,1,1032,True,True
primary,dbe,control_rt_s7_a_p6_c02_20260805T034717Z,746eb6d8-188f-53a3-ab2a-0457a75baf32,326f17fe4ba6554e,0,1,delivered,live,live,39.244384765625,1,1033,True,True
primary,dbe,control_rt_s7_a_p6_c02_20260805T034717Z,a75ccbac-3ba7-50c7-975d-6caffd1a5ce4,15b3ef1cfc622b29,1,1,delivered,live,live,44.119384765625,1,1028,False,True
primary,dbe,control_rt_s7_a_p7_c01_20260805T034743Z,cfecf621-d8c9-54ab-b27a-a98898329aa9,f683e633daf5ac8d,0,1,delivered,live,live,48.3837890625,1,1030,True,True
primary,dbe,control_rt_s7_a_p7_c02_20260805T034808Z,98e662b0-d45e-5cc6-8953-63c140e5cc87,5fba29ff64bdfea8,0,1,delivered,live,live,33.68115234375,1,1031,True,True
primary,dbe,control_rt_s7_a_p7_c02_20260805T034808Z,515bd9df-be24-5e46-b52d-d98ce0724086,0a136cddb7d27c5d,1,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_rt_s7_a_p7_c02_20260805T034808Z,9c383994-8358-58da-a434-ae0d66e2f81f,676e42dda4e7741a,2,1,delivered,live,live,36.375244140625,1,1027,False,True
primary,dbe,control_rt_s7_a_p7_c03_20260805T034833Z,62320a7b-9f88-5d50-9094-82b1cda7f94d,b12f1e0217017437,0,1,delivered,live,live,47.0966796875,1,1028,True,True
primary,dbe,control_rt_s7_a_p7_c03_20260805T034833Z,ea9f1a36-9b07-5f79-8baa-687372ec12e0,c70ac2b76ec07b83,1,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_rt_s7_a_p7_c03_20260805T034833Z,f516fda0-bcb2-5650-a831-a286d87960c1,ca64622b261f30a3,2,1,delivered,live,live,50.49462890625,1,1027,False,True
primary,dbe,control_rt_s7_a_p7_c04_20260805T034857Z,863bf727-b673-5fcd-bc73-d9b3e8041e4e,c9300ee01557b83c,0,1,delivered,live,live,33.94921875,1,1031,True,True
primary,dbe,control_rt_s7_a_p8_c01_20260805T034932Z,1ff9f4b0-d5d7-56e6-8892-c6e909628ba7,48b453fd706712fe,0,1,delivered,live,live,51.122314453125,1,1030,True,True
primary,dbe,control_rt_s7_a_p8_c01_20260805T034932Z,ecdb055b-a621-5b54-8b48-74a742601791,7def715f0b165137,1,1,delivered,live,live,52.990966796875,1,1025,False,True
primary,dbe,control_rt_s7_a_p9_c01_20260805T034951Z,16bd7330-0d57-56f6-9a97-e4ba1f858fb2,fcedad8a17add318,0,1,delivered,live,live,30.736572265625,1,1031,True,True
primary,dbe,control_rt_s7_a_p9_c02_20260805T035009Z,cb36cd8a-8f9d-5373-82e7-17d1ec21c00b,27241d71a54ee17c,0,1,delivered,live,live,47.280517578125,1,1031,True,True
primary,dbe,control_rt_s7_a_p9_c03_20260805T035028Z,084e3d84-278b-5dc0-9365-cb9164b1bfe1,bbc4be23c88fe3dc,0,1,delivered,live,live,31.441650390625,1,1031,True,True
primary,dbe,control_rt_s7_a_p9_c06_20260805T035046Z,01a189aa-2aa7-50c0-98e3-e613c90a186a,07298e65efaa61f0,0,1,delivered,live,live,46.390869140625,1,1028,True,True
primary,dbe,control_rt_s7_a_p9_c08_20260805T035103Z,22ed6342-8a81-52fc-9465-66635403e2a6,14fef8a205a02e7b,0,1,delivered,live,live,41.6513671875,1,1031,True,True
primary,dbe,control_rt_s7_subject_a_p1_c02_20260805T040420Z,af52cf88-9c66-5203-aa9d-a9c4f8b80f2c,22d75e4b5c09be6c,0,1,delivered,live,live,38.412841796875,1,1073,True,True
primary,dbe,control_rt_s7_subject_a_p1_c02_20260805T040420Z,d8562d77-d368-5186-bc6f-6f33a48865bd,9b0784d1a3d504df,1,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_rt_s7_subject_a_p1_c03_20260805T040420Z,506b86ff-7078-5eb8-8a61-9abd106f8fb8,3bbf420caa63f458,0,1,delivered,live,live,35.103515625,1,1076,True,True
primary,dbe,control_rt_s7_subject_a_p1_c04_20260805T040421Z,3f7963a6-49e9-5b72-bc20-62042c6084b5,e9d3eb8d837998c9,0,1,delivered,live,live,42.66064453125,1,1076,True,True
primary,dbe,control_rt_s7_subject_a_p1_c05_20260805T040421Z,f8fb502d-4c29-5e7a-bc1d-96a6d9c010c5,0dae696dde750114,0,1,delivered,live,live,29.925048828125,1,1074,True,True
primary,dbe,control_rt_s7_subject_a_p1_c06_20260805T040422Z,cd040341-c1c5-577b-82e3-ce9f7491131b,df8dbdd18cdcf935,0,1,delivered,live,live,40.540283203125,1,1074,True,True
primary,dbe,control_rt_s7_subject_a_p1_c06_20260805T040422Z,0c1c80ac-da65-55a0-8cc1-04288291834e,7c9d679cee614ba0,1,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_rt_s7_subject_a_p1_c07_20260805T040422Z,d1d0dcfb-a0f4-5e6b-b427-ebdc938af266,d9206036cdb54a22,0,1,delivered,live,live,35.384765625,1,1077,True,True
primary,dbe,control_rt_s7_subject_a_p1_c08_20260805T040423Z,b4e2df57-7f1a-535d-b6d0-1e10d7bddf16,ac802712f6dc1f53,0,1,delivered,live,live,46.783935546875,1,1075,True,True
primary,dbe,control_rt_s7_subject_a_p1_c08_20260805T040423Z,9570802b-81fa-5030-83f7-815cbbbba38a,ee33ac4b8ba85105,1,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_rt_s7_subject_a_p1_c09_20260805T040423Z,1e88ca38-5863-5407-9258-e36aabeb2842,0d3bd072d30dbc74,0,1,delivered,live,live,29.416259765625,1,1074,True,True
primary,dbe,control_rt_s7_subject_a_p1_c10_20260805T040424Z,b04fe06c-a4bf-5968-b84e-340179a7ae88,d60693d93f3ac970,0,1,delivered,live,live,44.679443359375,1,1075,True,True
primary,dbe,control_rt_s7_subject_a_p1_c11_20260805T040424Z,7297d829-5f26-5a7c-af2d-5503e6208788,8e229180d2426d16,0,1,delivered,live,live,39.355224609375,1,1077,True,True
primary,dbe,control_rt_s7_subject_a_p1_c12_20260805T040425Z,280ae1ef-f4b4-560f-8618-69b3a486ce2f,7bb05cb23c293ae9,0,1,delivered,live,live,45.965576171875,1,1077,True,True
primary,dbe,control_rt_s7_subject_a_p2_c01_20260805T040425Z,a87071ba-12a6-547e-937b-c59a5194b229,fc1a4db165d5e757,0,1,delivered,live,live,37.156494140625,1,1073,True,True
primary,dbe,control_rt_s7_subject_a_p2_c02_20260805T040426Z,f37b97b4-0d85-5882-bbee-62d1161ce96b,cfeda1572b4f95f7,0,1,delivered,live,live,46.25,1,1069,True,True
primary,dbe,control_rt_s7_subject_a_p2_c03_20260805T040427Z,6ebb0779-c85f-566a-b40d-a55516707d85,3a8e4f5af529e4cd,0,1,delivered,live,live,36.4775390625,1,1073,True,True
primary,dbe,control_rt_s7_subject_a_p2_c05_20260805T040428Z,7f055bc0-0fa8-546b-bd33-cf205af44dbf,4e9b677515db3eea,0,1,delivered,live,live,44.671142578125,1,1078,True,True
primary,dbe,control_rt_s7_subject_a_p4_c01_20260805T040429Z,f1b54073-c660-505f-9422-b2eb773b5e2c,54d736cfc88bdc0f,0,1,delivered,live,live,40.78759765625,1,1076,True,True
primary,dbe,control_rt_s7_subject_a_p4_c02_20260805T040430Z,136ed2ed-6d7c-5bf3-a25f-126aa7966247,444c8ca17126f4e9,0,1,delivered,live,live,41.4423828125,1,1073,True,True
primary,dbe,control_rt_s7_subject_a_p6_c01_20260805T040432Z,14ebbfcf-814d-518f-962e-adb0f8b4f1f0,8e46da93aeeb7174,0,1,delivered,live,live,38.677490234375,1,1077,True,True
primary,dbe,control_rt_s7_subject_a_p6_c01_20260805T040432Z,347a5936-0a27-566c-9290-e665ca058729,1f884ce76670fd77,1,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_rt_s7_subject_a_p6_c02_20260805T040432Z,52eb2bbb-f8d1-59d5-acd9-05acb2b7663a,e721e0c361bb1fb6,0,1,delivered,live,live,54.116455078125,1,1076,True,True
primary,dbe,control_rt_s7_subject_a_p6_c02_20260805T040432Z,7c982ce1-85ea-59db-929b-be22763238b3,04a7c205c5faac13,1,1,delivered,live,live,57.0224609375,1,1072,False,True
primary,dbe,control_rt_s7_subject_a_p7_c01_20260805T040433Z,63272c7d-9197-568c-86b4-4ad7715eda63,2ed455f2a7df9465,0,1,delivered,live,live,34.2626953125,1,1076,True,True
primary,dbe,control_rt_s7_subject_a_p7_c02_20260805T040433Z,3c89c128-8d4f-51e2-b358-7c2da1619150,c7a62423ec6b9670,0,1,delivered,live,live,42.17138671875,1,1078,True,True
primary,dbe,control_rt_s7_subject_a_p7_c03_20260805T040434Z,f19a8307-1d2c-59ab-bde5-62830c399ce2,a2eba0039b27abc1,0,1,delivered,live,live,39.333984375,1,1073,True,True
primary,dbe,control_rt_s7_subject_a_p7_c03_20260805T040434Z,3aa2aed5-7817-5f51-9984-5e547c461c27,398164f7f8acc220,1,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_rt_s7_subject_a_p7_c04_20260805T040435Z,35c42f42-10ec-5a41-ad12-bcb7913d0638,773a05e9f2217a5d,0,1,delivered,live,live,42.4453125,1,1075,True,True
primary,dbe,control_rt_s7_subject_a_p8_c01_20260805T040435Z,230af71d-4677-5ee9-a4fd-8f029df13c15,ea83f0cb1f1116f5,0,1,delivered,live,live,39.7724609375,1,1076,True,True
primary,dbe,control_rt_s7_subject_a_p8_c01_20260805T040435Z,eddcc49d-f790-5a94-b34e-285c7b89da78,3969e613168e5961,1,0,suppressed_cooldown,live,,,0,,False,False
primary,dbe,control_rt_s7_subject_a_p8_c01_20260805T040435Z,ad0cafbc-3cea-5d12-a5c3-6549f485f55f,b00e839926e9051c,2,1,delivered,live,live,42.579833984375,1,1072,False,True
primary,dbe,control_rt_s7_subject_a_p9_c01_20260805T040436Z,71aaf87e-c65a-5c6d-959e-f7af792bc39b,341e659fc6a63332,0,1,delivered,live,live,46.0126953125,1,1076,True,True
primary,dbe,control_rt_s7_subject_a_p9_c02_20260805T040436Z,a712c4c0-8227-5389-b804-b7c6d3e282ba,4d61d259c12e0606,0,1,delivered,live,live,33.908447265625,1,1076,True,True
primary,dbe,control_rt_s7_subject_a_p9_c03_20260805T040437Z,e0b06a92-325b-55ee-980e-cb62cf0d3b43,9f13d0770573f7eb,0,1,delivered,live,live,44.3310546875,1,1076,True,True
primary,dbe,control_rt_s7_subject_a_p9_c06_20260805T040437Z,1b4e2dd5-38b5-5dc0-93c9-bf67a1c7a7d4,bc08802abf498054,0,1,delivered,live,live,37.616455078125,1,1073,True,True
primary,dbe,control_rt_s7_subject_a_p9_c08_20260805T040438Z,cb355797-5060-5a3c-bc0a-4bc19727794e,b84ff6789d479842,0,1,delivered,live,live,45.630859375,1,1075,True,True
primary,ebe,control_ebe_p1_live_20260725T201020Z_8dc1c2,bb329181-fcc3-57a4-b6ca-646d012ff05f,276871eff7c165ea,0,1,delivered,live,live,31.570068359375,1,1104,True,True
primary,ebe,control_live_cr01_cr02_20260723T024608Z_7e0673,ade4c63a-891f-5aa2-8662-4d2a70cb032e,90cd5cb6d0352596,0,1,delivered,live,live,48.633056640625,1,1057,True,True
primary,ebe,control_yoloe_p1_live_20260725T201820Z_2a56b5,e13c90e4-b8da-53b6-b534-4c14138d623b,01a43f76ba223a29,0,1,delivered,live,live,66.576416015625,1,1100,True,True
primary,ebe,control_yoloe_p1_live_20260725T201820Z_2a56b5,a89b8706-3576-5d07-8daf-42fee942e472,63bc2d231fea8114,1,1,delivered,live,live,71.8076171875,1,1096,False,True
primary,ebe,control_yoloe_p2_live_20260725T201916Z_b5cc5b,0795ad17-190b-5620-92a7-82617b017180,996559f5dc8198e2,0,1,delivered,live,live,41.475830078125,1,1096,True,True
primary,ebe,smoke_claqueta_20260805T171426Z_cada33,24b1c741-60f1-5f1b-8934-12a781cbf2c5,24ff402410c644b3,0,1,delivered,live,live,34.326416015625,1,1069,True,True
primary,ebe,smoke_claqueta_20260805T172632Z_fd7b16,64ad8a4b-7a39-56f6-9ca3-fe8c1f166ce5,b95302e3a29214a0,0,1,delivered,live,live,43.168212890625,1,1067,True,True
primary,ebe,smoke_claqueta_20260805T173014Z_843122,f7bebd21-2290-5a4a-9370-6681dbde366c,e9d9e26acd1386b1,0,1,delivered,live,live,31.467041015625,1,1070,True,True
primary,ebe,smoke_claqueta_20260805T173350Z_b9c64e,53a44730-81d1-50be-a514-84b34f731daf,3a74b8ddfb8fe06a,0,1,delivered,live,live,41.433837890625,1,1066,True,True
primary,ebe,smoke_ebe_a_20260805T003533Z_1593d8,7bc5422c-63ab-52ef-bc33-5140855bc401,f9d0d3878a96875d,0,1,delivered,live,live,37.390380859375,1,1040,True,True
primary,ebe,smoke_ebe_a_20260805T003533Z_1593d8,f978af71-3d79-5659-84e3-88440a885e05,68535ad9224e75c0,1,1,delivered,live,live,40.265625,1,1036,False,True
primary,ebe,smoke_ebe_b_20260805T003713Z_ff0134,52ca84c6-3143-5914-aa65-04b0a02a583e,f69a7b46deff571b,0,1,delivered,live,live,47.991455078125,1,1077,True,True
primary,ebe,smoke_ebe_b_20260805T003713Z_ff0134,7c95c83a-fce8-52c3-b63a-1c9873f3fd08,1ed4acf0f075a781,1,1,delivered,live,live,49.320556640625,1,1072,False,True
supplemental,derived_ebe,c101_j12_scene_a_p1_c02_20260805T164236Z,5deb0230-3a25-5ed0-9a48-72f5692cb898,943ac9dfb44d2187,0,1,delivered,live,live,38.56982421875,1,1034,True,False
supplemental,derived_ebe,c101_j12_scene_a_p1_c02_20260805T164738Z,49d68c9c-f61c-5e30-be25-daeadad8e7fa,25aeacd0cd57b0d6,0,1,delivered,live,live,42.8935546875,1,1033,True,False
supplemental,derived_ebe,c101_j12_scene_a_p1_c02_20260805T165035Z,73939a66-27de-5be7-a864-c8883a3d0cd2,fbff9b2694586fa1,0,1,delivered,live,live,31.880615234375,1,1033,True,False
supplemental,derived_ebe,c101_j12_scene_a_p1_c02_20260805T165035Z,cfa89f1f-2f91-56a4-af06-34541dee5a8f,cc38f1cb976cbd54,1,0,suppressed_cooldown,live,,,0,,False,False
supplemental,derived_ebe,c101_j12_scene_a_p1_c03_20260805T164236Z,da182c9c-414e-5ce5-b5ea-c4b48cc4ee96,e3d314c532bbcda4,0,1,delivered,live,live,42.015625,1,1030,True,False
supplemental,derived_ebe,c101_j12_scene_a_p1_c03_20260805T164739Z,2ffcaeee-dd89-5754-b5a3-d146666e84a3,2cbab8e5904553c3,0,1,delivered,live,live,31.156982421875,1,1030,True,False
supplemental,derived_ebe,c101_j12_scene_a_p1_c03_20260805T165035Z,e566f4c7-6e79-557f-b907-9765329a4968,7694a3492bc78ba5,0,1,delivered,live,live,46.104736328125,1,1033,True,False
supplemental,derived_ebe,c101_j12_scene_a_p1_c04_20260805T164237Z,44a8ea34-2553-59ee-beac-06bab3a654be,a0fdba0f1d3d8d43,0,1,delivered,live,live,32.417236328125,1,1030,True,False
supplemental,derived_ebe,c101_j12_scene_a_p1_c04_20260805T164739Z,a9dd63a7-2eb1-5be5-b956-42678abf45fa,0bc63cc625f278b5,0,1,delivered,live,live,45.889892578125,1,1031,True,False
supplemental,derived_ebe,c101_j12_scene_a_p1_c04_20260805T165036Z,8a608e51-9d69-5b3e-a3ae-6b1e87cc47ac,53f63f6b93e3ff16,0,1,delivered,live,live,37.97900390625,1,1032,True,False
supplemental,derived_ebe,c101_j12_scene_a_p1_c05_20260805T164237Z,83d1fd74-feac-51e3-9e06-be62c82c9f7c,96ee4f34e99bd285,0,1,delivered,live,live,49.666015625,1,1030,True,False
supplemental,derived_ebe,c101_j12_scene_a_p1_c05_20260805T164740Z,0146c459-ac60-5d67-8965-07f001e6a963,a48c0844d091a2fa,0,1,delivered,live,live,48.779541015625,1,1032,True,False
